	ID	Chromosome	Start	End	MidPoint	Subject1.Original	Subject1.Smoothed	Subject1.Status	Another.Original	Another.Smoothed	Another.Status	TheThird.Original	TheThird.Smoothed	TheThird.Status	Afourth.Original	Afourth.Smoothed	Afourth.Status	Fifth.Original	Fifth.Smoothed	Fifth.Status
1108	Hs.25209	4	87294811	87637202	87466006.5	0.1785	-0.0915	-1	-0.215	0	0	-0.101	-0.056	0	-0.189	-0.123	-1	-0.181	-0.053	0
1109	Hs.301789	4	88700940	88713451	88707195.5	0.1205	-0.0915	-1	-0.167	0	0	0.285	-0.056	0	0.04	-0.123	-1	-0.108	-0.053	0
1110	Hs.75445	4	88751665	88807685	88779675	-0.1675	-0.0915	-1	-0.198	0	0	-0.742	-0.056	0	-0.375	-0.123	-1	-0.158	-0.053	0
1111	Hs.43744	4	89535946	89537687	89536816.5	-0.3485	-0.0915	-1	0.335	0	0	-0.103	-0.056	0	-0.375	-0.123	-1	-0.438	-0.053	0
1112	Hs.480242	4	90301776	90302235	90302005.5	0.2155	-0.0915	-1	-0.113	0	0	-0.159	-0.056	0	-0.123	-0.123	-1	-0.049	-0.053	0
1113	Hs.448865	4	100158391	100180312	100169351.5	-0.5555	-0.0915	-1	-0.058	0	0	-0.46	-0.056	0	-0.491	-0.123	-1	0.099	-0.053	0
1114	Hs.272458	4	102301764	102625531	102463647.5	-0.1015	-0.0915	-1	-0.00150000000000000	0	0	-0.2025	-0.056	0	-0.201	-0.123	-1	0.036	-0.053	0
1115	Hs.411826	4	104074529	104091399	104082964	-0.349	-0.0915	-1	0.12	0	0	-0.5665	-0.056	0	-0.372	-0.123	-1	-0.405	-0.053	0
1116	Hs.105656	4	107594456	107627252	107610854	0.4605	-0.0915	-1	-0.139	0	0	0.138	-0.056	0	0.574	-0.123	-1	-0.622	-0.053	0
1117	Hs.3833	4	108892425	108999023	108945724	-0.1825	-0.0915	-1	-0.642	0	0	1.205	-0.056	0	-0.285	-0.123	-1	0.175	-0.053	0
1118	Hs.103180	4	109929360	109946115	109937737.5	-0.3195	-0.0915	-1	-0.032	0	0	0.403	-0.056	0	-0.159	-0.123	-1	-0.282	-0.053	0
1119	Hs.419815	4	111191653	111291023	111241338	-0.0755	-0.0915	-1	-0.046	0	0	-0.218	-0.056	0	0.218	-0.123	-1	-0.421	-0.053	0
1120	Hs.278635	4	113915885	113936346	113926115.5	-0.8175	-0.0915	-1	-0.056	0	0	-0.239	-0.056	0	-0.315	-0.123	-1	0.459	-0.053	0
1121	Hs.111460	4	114730208	114735173	114732690.5	0.1915	-0.0915	-1	0.033	0	0	0.295	-0.056	0	0.005	-0.123	-1	-0.299	-0.053	0
1122	Hs.173705	4	120575809	120579333	120577571	-0.1035	-0.0915	-1	0.122	0	0	-0.247	-0.056	0	0.163	-0.123	-1	0.493	-0.053	0
1123	Hs.79078	4	121338271	121345525	121341898	-0.7605	-0.0915	-1	-0.012	0	0	-0.472	-0.056	0	-0.428	-0.123	-1	-0.282	-0.053	0
1124	Hs.145741	4	122946756	122948769	122947762.5	-0.1775	-0.0915	-1	-0.113	0	0	-0.608	-0.056	0	-0.451	-0.123	-1	0.4	-0.053	0
1125	Hs.436944	4	124678287	124682515	124680401	-0.1035	-0.0915	-1	0.126	0	0	-0.313	-0.056	0	-0.318	-0.123	-1	-0.536	-0.053	0
1126	Hs.135554	4	129061057	129112127	129086592	0.3685	-0.0915	-1	-0.387	0	0	-0.448	-0.056	0	-0.038	-0.123	-1	-0.411	-0.053	0
1127	Hs.154140	4	140545112	140545785	140545448.5	-0.2665	-0.0915	-1	-0.022	0	0	-0.057	-0.056	0	-0.218	-0.123	-1	-0.162	-0.053	0
1128	Hs.84549	4	140568722	140574562	140571642	-0.7085	-0.0915	-1	0.165	0	0	-0.397	-0.056	0	0.092	-0.123	-1	-0.468	-0.053	0
1129	Hs.310320	4	140996585	141432838	141214711.5	-0.2325	-0.0915	-1	-0.343	0	0	-0.352	-0.056	0	-0.475	-0.123	-1	-0.21	-0.053	0
1130	Hs.153687	4	143306774	144125048	143715911	-0.4275	-0.0915	-1	-0.135	0	0	-0.001	-0.056	0	-0.06	-0.123	-1	0.048	-0.053	0
1131	Hs.80720	4	144615654	144748884	144682269	-0.1325	-0.0915	-1	0.307	0	0	-0.315	-0.056	0	-0.04	-0.123	-1	-0.394	-0.053	0
1132	Hs.130269	4	144838229	144840223	144839226	-0.6445	-0.0915	-1	-0.27	0	0	-0.415	-0.056	0	-0.293	-0.123	-1	-0.319	-0.053	0
1133	Hs.395535	4	145149623	145184278	145166950.5	-0.3655	-0.0915	-1	0.032	0	0	-0.094	-0.056	0	0.28	-0.123	-1	-0.156	-0.053	0
1134	Hs.34287	4	145388061	145419449	145403755	-0.5915	-0.0915	-1	-0.347	0	0	0.022	-0.056	0	0.101	-0.123	-1	-0.392	-0.053	0
1135	Hs.357304	4	146775834	146781728	146778781	-0.2585	-0.0915	-1	-0.017	0	0	-0.126	-0.056	0	-0.051	-0.123	-1	-0.016	-0.053	0
1136	Hs.29645	4	148917132	148962885	148940008.5	-0.1325	-0.0915	-1	0.127	0	0	0.601	-0.056	0	-0.014	-0.123	-1	-0.029	-0.053	0
1137	Hs.127602	4	149025944	149026558	149026251	-0.0395	-0.0915	-1	0.111	0	0	-0.126	-0.056	0	-0.093	-0.123	-1	-0.005	-0.053	0
1138	Hs.319946	4	154221814	154258443	154240128.5	-0.3325	-0.0915	-1	0.187	0	0	0.162	-0.056	0	0.095	-0.123	-1	-0.308	-0.053	0
1139	Hs.31386	4	155059346	155067829	155063587.5	-0.3425	-0.0915	-1	-0.075	0	0	1.328	-0.056	0	0.089	-0.123	-1	-0.192	-0.053	0
1140	Hs.75431	4	155883339	155891408	155887373.5	-0.4935	-0.0915	-1	-0.145	0	0	-0.765	-0.056	0	-0.615	-0.123	-1	0.622	-0.053	0
1141	Hs.75262	4	157202874	157232653	157217763.5	-0.4265	-0.0915	-1	-0.196	0	0	-0.276	-0.056	0	-0.412	-0.123	-1	-0.057	-0.053	0
1142	Hs.323583	4	159403360	159451148	159427254	0.3105	-0.0915	-1	-0.258	0	0	0.784695195417215	-0.056	0	0.259	-0.123	-1	0.176	-0.053	0
1143	Hs.143482	4	159987890	160002153	159995021.5	-0.4345	-0.0915	-1	-0.159	0	0	-0.158	-0.056	0	-0.642	-0.123	-1	-0.373	-0.053	0
1144	Hs.373588	4	160546850	160638904	160592877	0.0995	-0.0915	-1	-0.178	0	0	0.136	-0.056	0	0.029	-0.123	-1	0.004	-0.053	0
1145	Hs.438790	4	164808569	164809449	164809009	-0.0265	-0.0915	-1	-0.303	0	0	-0.161	-0.056	0	-0.176	-0.123	-1	-0.25	-0.053	0
1146	Hs.436497	4	166356688	166391586	166374137	0.2065	-0.0915	-1	-0.141	0	0	1.764	-0.056	0	0.002	-0.123	-1	0.735	-0.053	0
1147	Hs.188401	4	169388455	169483618	169436036.5	-0.4635	-0.0915	-1	-0.151	0	0	0.327	-0.056	0	-0.093	-0.123	-1	0.213	-0.053	0
1148	Hs.211477	4	171356102	171385913	171371007.5	-0.0155	-0.0915	-1	-0.192	0	0	-0.172	-0.056	0	0.164	-0.123	-1	-0.296	-0.053	0
1149	Hs.76917	4	175532849	175580132	175556490.5	0.0235	-0.0915	-1	-0.238	0	0	-0.374	-0.056	0	-0.727	-0.123	-1	0.074	-0.053	0
1150	Hs.79141	4	177979839	178089044	178034441.5	0.1355	-0.0915	-1	-0.034	0	0	-0.6	-0.056	0	-0.567	-0.123	-1	-0.136	-0.053	0
1151	Hs.76894	4	184186406	184211870	184199138	-0.1895	-0.0915	-1	0.0136666666666667	0	0	0.387666666666667	-0.056	0	-0.0973333333333333	-0.123	-1	0.225333333333333	-0.053	0
1152	Hs.257336	4	184489916	184615052	184552484	0.2075	-0.0915	-1	0.127	0	0	-0.365	-0.056	0	-0.215	-0.123	-1	-0.35	-0.053	0
1153	Hs.107153	4	184801371	184807398	184804384.5	-0.2905	-0.0915	-1	-0.424	0	0	-0.556	-0.056	0	-0.271	-0.123	-1	-0.347	-0.053	0
1154	Hs.374097	4	185768226	185768912	185768569	-0.0575	-0.0915	-1	-0.0475	0	0	-0.194	-0.056	0	-0.273	-0.123	-1	-0.335	-0.053	0
1155	Hs.141125	4	185923999	185945750	185934874.5	-0.355	-0.0915	-1	-0.107	0	0	0.6215	-0.056	0	-0.099	-0.123	-1	-0.2425	-0.053	0
1156	Hs.71719	4	186798053	186814020	186806036.5	-0.0985	-0.0915	-1	-0.01	0	0	-0.153	-0.056	0	-0.163	-0.123	-1	0.259	-0.053	0
1157	Hs.156880	4	186883307	187252671	187067989	0.054	-0.0915	-1	-0.164	0	0	0.8845	-0.056	0	0.095	-0.123	-1	0.0625	-0.053	0
1158	Hs.101735	4	187400721	187468443	187434582	-0.1705	-0.0915	-1	-0.103	0	0	-0.412	-0.056	0	-0.192	-0.123	-1	-0.44	-0.053	0
1159	Hs.166994	4	187884097	188020136	187952116.5	-0.2225	-0.0915	-1	0.019	0	0	-0.2605	-0.056	0	-0.119	-0.123	-1	-0.03	-0.053	0
1160	Hs.24087	5	361311	367993	364652	-0.2405	0.1755	1	0.144	0	0	-0.018	-0.056	0	-0.182	0.105	0	-0.369	-0.053	0
1161	Hs.439911	5	1306281	1348162	1327221.5	0.799	0.1755	1	0.221	0	0	1.167	-0.056	0	0.393	0.105	0	0.2715	-0.053	0
1162	Hs.196927	5	1930548	1935880	1933214	-0.0845	0.1755	1	-0.441	0	0	0.47	-0.056	0	0.253	0.105	0	0.162	-0.053	0
1163	Hs.39488	5	6767725	6810140	6788932.5	0.224833333333333	0.1755	1	0.031	0	0	0.066	-0.056	0	0.037	0.105	0	0.160666666666667	-0.053	0
1164	Hs.356226	5	7883490	7904603	7894046.5	-0.0505	0.1755	1	0.162	0	0	-0.131	-0.056	0	0.086	0.105	0	0.339	-0.053	0
1165	Hs.27621	5	9088143	9090411	9089277	0.6395	0.1755	1	0.113	0	0	0.1225	-0.056	0	-0.6595	-0.123	-1	-0.1455	-0.053	0
1166	Hs.1600	5	10317708	10320258	10318983	0.5885	0.1755	1	-0.085	0	0	-0.039	-0.056	0	-0.173	-0.123	-1	-0.088	-0.053	0
1167	Hs.75189	5	10732341	10814344	10773342.5	-0.1455	0.1755	1	-0.166	0	0	-0.647	-0.056	0	0.195	-0.123	-1	0.121	-0.053	0
1168	Hs.436421	5	11024947	11957110	11491028.5	0.2995	0.1755	1	0.134	0	0	-0.428	-0.056	0	-0.126	-0.123	-1	-0.2015	-0.053	0
1169	Hs.57691	5	19508897	20024066	19766481.5	-0.2085	0.1755	1	0.018	0	0	0.134	-0.056	0	-0.537	-0.123	-1	-0.224	-0.053	0
1170	Hs.32963	5	31229552	31360994	31295273	0.4775	0.1755	1	-0.112	0	0	0.143	-0.056	0	-0.432	-0.123	-1	-0.118	-0.053	0
1171	Hs.229641	5	32630785	32636993	32633889	-0.085	0.1755	1	0.034	0	0	-0.1495	-0.056	0	-0.3455	-0.123	-1	-0.2275	-0.053	0
1172	Hs.84131	5	33476654	33503953	33490303.5	-0.0555	0.1755	1	-0.099	0	0	-0.809	-0.056	0	-0.444	-0.123	-1	-0.943	-0.053	0
1173	Hs.49598	5	34023035	34043893	34033464	0.2245	0.1755	1	-0.11	0	0	-0.267	-0.056	0	0.068	-0.123	-1	-0.332	-0.053	0
1174	Hs.368605	5	34692352	34868473	34780412.5	-0.1685	0.1755	1	0.136	0	0	-0.469	-0.056	0	-0.115	-0.123	-1	-0.095	-0.053	0
1175	Hs.38114	5	34951577	34957787	34954682	0.0175	0.1755	1	-0.182	0	0	-1.044	-0.056	0	-0.377	-0.123	-1	-0.464	-0.053	0
1176	Hs.212892	5	35091567	35100106	35095836.5	0.6435	0.1755	1	-0.127	0	0	0.052	-0.056	0	0.062	-0.123	-1	0.019	-0.053	0
1177	Hs.362807	5	35904242	35907121	35905681.5	0.4615	0.1755	1	-0.0735	0	0	-0.0285	-0.056	0	-0.229	-0.123	-1	0.039	-0.053	0
1178	Hs.254699	5	35988966	36027464	36008215	0.1705	0.1755	1	-0.12	0	0	0.023	-0.056	0	0.038	-0.123	-1	-0.015	-0.053	0
1179	Hs.23348	5	36219399	36219887	36219643	0.1245	0.1755	1	0.313	0	0	0.129	-0.056	0	-0.195	-0.123	-1	-0.043	-0.053	0
1180	Hs.371369	5	36642445	36724193	36683319	0.3955	0.1755	1	-0.122	0	0	-0.725	-0.056	0	-0.035	-0.123	-1	-0.211	-0.053	0
1181	Hs.20103	5	38439399	38501318	38470358.5	0.3195	0.1755	1	-0.309	0	0	-0.38	-0.056	0	-0.085	-0.123	-1	-0.732	-0.053	0
1182	Hs.446501	5	38515661	38631253	38573457	0.1655	0.1755	1	-0.084	0	0	-0.071	-0.056	0	-0.213	-0.123	-1	-0.2085	-0.053	0
1183	Hs.276506	5	39141113	39255424	39198268.5	0.513	0.1755	1	-0.1845	0	0	-0.3215	-0.056	0	-0.1285	-0.123	-1	-0.005	-0.053	0
1184	Hs.43322	5	40795237	40834046	40814641.5	0.1345	0.1755	1	0.0775	0	0	0.19	-0.056	0	0.04	-0.123	-1	0.021	-0.053	0
1185	Hs.80545	5	40868315	40871071	40869693	0.032	0.1755	1	-0.129	0	0	0.4505	-0.056	0	-0.016	-0.123	-1	-0.046	-0.053	0
1186	Hs.78065	5	40945355	41018798	40982076.5	0.2955	0.1755	1	0.378	0	0	0.105	-0.056	0	0.068	-0.123	-1	-0.151	-0.053	0
1187	Hs.125180	5	42459782	42757736	42608759	0.237166666666667	0.1755	1	-0.207666666666667	0	0	0.0726666666666667	-0.056	0	0.188333333333333	-0.123	-1	-0.258	-0.053	0
1188	Hs.275775	5	42835741	42847751	42841746	-0.0305	0.1755	1	0.27	0	0	-0.492	-0.056	0	-0.488	-0.123	-1	0.392	-0.053	0
1189	Hs.133206	5	43323333	43324091	43323712	0.3555	0.1755	1	-0.107	0	0	-0.497	-0.056	0	-0.596	-0.123	-1	-0.234	-0.053	0
1190	Hs.334633	5	43412521	43448229	43430375	0.1105	0.1755	1	-0.1	0	0	-0.225	-0.056	0	0.107	-0.123	-1	0.057	-0.053	0
1191	Hs.294144	5	43480110	43515847	43497978.5	0.4535	0.1755	1	-0.303	0	0	-0.05	-0.056	0	-0.08	-0.123	-1	-0.118	-0.053	0
1192	Hs.439320	5	52262738	52288078	52275408	-0.4275	-0.0915	-1	-0.07	0	0	-0.505	-0.056	0	-0.473	-0.123	-1	-0.56	-0.053	0
1193	Hs.387725	5	52321013	52423947	52372480	-0.1715	-0.0915	-1	-0.011	0	0	-0.087	-0.056	0	-0.334	-0.123	-1	-0.075	-0.053	0
1194	Hs.41707	5	53787310	53787961	53787635.5	-0.0365	-0.0915	-1	0	0	0	1.875	-0.056	0	-0.13	-0.123	-1	-0.167	-0.053	0
1195	Hs.289044	5	54491752	54498658	54495205	-0.4035	-0.0915	-1	-0.142	0	0	-0.185	-0.056	0	0.089	-0.123	-1	-0.023	-0.053	0
1196	Hs.274531	5	54639593	54757166	54698379.5	0.0715	-0.0915	-1	0.045	0	0	0.527	-0.056	0	0.129	-0.123	-1	0.377	-0.053	0
1197	Hs.128696	5	55028895	55029411	55029153	-0.1315	-0.0915	-1	0.076	0	0	-0.57	-0.056	0	-0.475	-0.123	-1	-0.56	-0.053	0
1198	Hs.208052	5	55864663	55937816	55901239.5	0.0575	-0.0915	-1	-0.065	0	0	-0.328	-0.056	0	-0.116	-0.123	-1	0.07	-0.053	0
1199	Hs.170610	5	56146021	56227733	56186877	0.0525	-0.0915	-1	0.104	0	0	0.233	-0.056	0	-0.384	-0.123	-1	-0.269	-0.053	0
1200	Hs.119998	5	57001422	57002374	57001898	0.0265	-0.0915	-1	-0.145	0	0	-0.43	-0.056	0	-0.286	-0.123	-1	-0.269	-0.053	0
1201	Hs.44930	5	57823086	57827942	57825514	-0.0875	-0.0915	-1	0.431	0	0	-0.066	-0.056	0	-0.301	-0.123	-1	-0.807	-0.053	0
1202	Hs.792	5	64921262	64955943	64938602.5	-0.5185	-0.0915	-1	-0.178	0	0	0.002	-0.056	0	-0.152	-0.123	-1	-0.416	-0.053	0
1203	Hs.6241	5	67558217	67633405	67595811	-0.0385	-0.0915	-1	-0.31	0	0	-0.027	-0.056	0	0.0985	-0.123	-1	0.0145	-0.053	0
1204	Hs.184298	5	68566470	68609362	68587916	-0.1955	-0.0915	-1	-0.0775	0	0	-0.284	-0.056	0	-0.0355	-0.123	-1	-0.442	-0.053	0
1205	Hs.16184	5	68702287	68746384	68724335.5	-0.5185	-0.0915	-1	-0.033	0	0	-0.494	-0.056	0	-0.231	-0.123	-1	-0.694	-0.053	0
1206	Hs.398348	5	68909911	68915275	68912593	-0.5195	-0.0915	-1	-0.758	0	0	-0.062	-0.056	0	0.28	0.105	0	-0.068	-0.053	0
1207	Hs.482391	5	69356829	69374696	69365762.5	-0.3305	-0.0915	-1	-0.327	0	0	-0.228	-0.056	0	-0.085	0.105	0	-0.571	-0.053	0
1208	Hs.288986	5	69381105	69408658	69394881.5	0.1555	-0.0915	-1	0.039	0	0	0.181	-0.056	0	0.086	0.105	0	-0.341	-0.053	0
1209	Hs.508565	5	69426109	69430406	69428257.5	-0.4915	-0.0915	-1	-0.339	0	0	-0.29	-0.056	0	0.014	0.105	0	-0.597	-0.053	0
1210	Hs.79019	5	70300065	70352369	70326217	-0.5205	-0.0915	-1	-0.107	0	0	0.053	-0.056	0	0.0995	0.105	0	-0.25	-0.053	0
1211	Hs.376200	5	71551111	71561136	71556123.5	-0.3565	-0.0915	-1	-0.099	0	0	-0.271	-0.056	0	-0.311	0.105	0	0.064	-0.053	0
1212	Hs.446567	5	72833782	72837074	72835428	-0.1875	-0.0915	-1	-0.177	0	0	-0.279	-0.056	0	-0.377	0.105	0	-0.312	-0.053	0
1213	Hs.115617	5	76284435	76301055	76292745	-0.3735	-0.0915	-1	0.109	0	0	-0.378	-0.056	0	0.194	0.105	0	-0.296	-0.053	0
1214	Hs.433254	5	77104936	77107913	77106424.5	-0.5075	-0.0915	-1	-0.182	0	0	-0.173	-0.056	0	0.086	0.105	0	-0.341	-0.053	0
1215	Hs.79299	5	77816808	77841867	77829337.5	-0.2975	-0.0915	-1	0.166	0	0	0.093	-0.056	0	0.039	0.105	0	-0.042	-0.053	0
1216	Hs.415041	5	79366746	79414866	79390806	0.2505	-0.0915	-1	-0.158	0	0	-0.43	-0.056	0	-0.024	0.105	0	-0.031	-0.053	0
1217	Hs.438240	5	79739647	79810715	79775181	-0.4895	-0.0915	-1	0.088	0	0	-0.216	-0.056	0	0.18	0.105	0	0.021	-0.053	0
1218	Hs.83765	5	79957803	79986572	79972187.5	-0.252166666666667	-0.0915	-1	0.0113333333333333	0	0	-0.329	-0.056	0	-0.179666666666667	0.105	0	-0.213666666666667	-0.053	0
1219	Hs.42674	5	79986294	80208390	80097342	0.2465	-0.0915	-1	0.086	0	0	-0.167	-0.056	0	0.481	0.105	0	-0.257	-0.053	0
1220	Hs.410953	5	80292313	80557709	80425011	0.1065	-0.0915	-1	-0.229	0	0	0.173	-0.056	0	0.132	0.105	0	0.141	-0.053	0
1221	Hs.193632	5	80569589	80633119	80601354	-0.3135	-0.0915	-1	-0.048	0	0	0.14	-0.056	0	0.124	0.105	0	0.21	-0.053	0
1222	Hs.388164	5	80744368	80747337	80745852.5	-0.0435	-0.0915	-1	0.088	0	0	-0.229	-0.056	0	-0.277	0.105	0	-0.352	-0.053	0
1223	Hs.355606	5	82384420	82408947	82396683.5	-0.3075	-0.0915	-1	-0.466	0	0	-0.138	-0.056	0	-0.13	0.105	0	0.47	-0.053	0
1224	Hs.758	5	86599837	86723489	86661663	-0.4175	-0.0915	-1	-0.108	0	0	-0.383	-0.056	0	-0.25	0.105	0	-0.189	-0.053	0
1225	Hs.514	5	86723066	86739753	86731409.5	-0.6295	-0.0915	-1	0.132	0	0	-0.363	-0.056	0	-0.209	0.105	0	-0.314	-0.053	0
1226	Hs.153692	5	89890372	90495843	90193107.5	-0.2795	-0.0915	-1	-0.247	0	0	-0.327	-0.056	0	0.123	0.105	0	-0.057	-0.053	0
1227	Hs.323707	5	90804586	90805016	90804801	-0.0595	-0.0915	-1	0.075	0	0	-0.15	-0.056	0	0.191	0.105	0	-0.774	-0.053	0
1228	Hs.399758	5	95008339	95018600	95013469.5	0.1355	-0.0915	-1	0.482	0	0	-0.038	-0.056	0	-0.065	0.105	0	-0.813	-0.053	0
1229	Hs.440961	5	96064260	96136143	96100201.5	-0.116	-0.0915	-1	-0.171	0	0	-0.243	-0.056	0	0.1605	0.105	0	-0.3295	-0.053	0
1230	Hs.436186	5	96120999	96165406	96143202.5	0.2265	-0.0915	-1	0.009	0	0	-0.119	-0.056	0	0.301	0.105	0	-0.026	-0.053	0
1231	Hs.311553	5	98219348	98290140	98254744	-0.3405	-0.0915	-1	-0.012	0	0	-0.473	-0.056	0	-0.145	0.105	0	-0.349	-0.053	0
1232	Hs.531355	5	99743107	99745003	99744055	-0.3335	-0.0915	-1	-0.137	0	0	-0.252	-0.056	0	0.019	0.105	0	-0.094	-0.053	0
1233	Hs.25925	5	102622340	102642260	102632300	-0.1885	-0.0915	-1	-0.271	0	0	-0.934	-0.056	0	-0.4	0.105	0	-0.527	-0.053	0
1234	Hs.121558	5	108111421	108551272	108331346.5	-0.4975	-0.0915	-1	-0.257	0	0	-0.316	-0.056	0	0.045	0.105	0	-0.614	-0.053	0
1235	Hs.220629	5	110637428	110638057	110637742.5	-0.2935	-0.0915	-1	0.359	0	0	-0.34	-0.056	0	-0.119	0.105	0	-0.537	-0.053	0
1236	Hs.93842	5	110859629	110864673	110862151	0.3465	-0.0915	-1	0.127	0	0	0.514	-0.056	0	0.199	0.105	0	0.235	-0.053	0
1237	Hs.104746	5	111506036	111592310	111549173	-0.0115	-0.0915	-1	0.1	0	0	0.182	-0.056	0	0.022	0.105	0	-0.356	-0.053	0
1238	Hs.75081	5	112118466	112209533	112163999.5	-0.2845	-0.0915	-1	-0.198666666666667	0	0	-0.0733333333333334	-0.056	0	0.248333333333333	0.105	0	0.113333333333333	-0.053	0
1239	Hs.254006	5	114575475	114626449	114600962	-0.3655	-0.0915	-1	-0.112	0	0	-0.082	-0.056	0	-0.24	0.105	0	-0.102	-0.053	0
1240	Hs.264482	5	115193713	115205398	115199555.5	0.0055	-0.0915	-1	0.143	0	0	-0.054	-0.056	0	-0.07	0.105	0	-0.196	-0.053	0
1241	Hs.406191	5	115272722	115277571	115275146.5	-0.2765	-0.0915	-1	-0.386	0	0	-0.315	-0.056	0	-0.349	0.105	0	-0.897	-0.053	0
1242	Hs.406106	5	118762346	118763282	118762814	-0.0145	-0.0915	-1	-0.135	0	0	0.021	-0.056	0	0.062	0.105	0	-0.028	-0.053	0
1243	Hs.356894	5	118876101	118878792	118877446.5	-0.0415	-0.0915	-1	0.252	0	0	-0.564	-0.056	0	-0.109	0.105	0	-0.171	-0.053	0
1244	Hs.24948	5	121675800	121827649	121751724.5	-0.2055	-0.0915	-1	-0.1505	0	0	0.2185	-0.056	0	0.0545	0.105	0	0.1445	-0.053	0
1245	Hs.423367	5	122709992	122786937	122748464.5	-0.4705	-0.0915	-1	-0.125	0	0	0.004	-0.056	0	-0.102	0.105	0	0.389	-0.053	0
1246	Hs.312102	5	125908347	125925796	125917071.5	-0.1355	-0.0915	-1	0.018	0	0	-0.303	-0.056	0	0.244	0.105	0	-0.012	-0.053	0
1247	Hs.124969	5	126233173	126394145	126313659	-0.621	-0.0915	-1	0.09	0	0	-0.1555	-0.056	0	0.0345	0.105	0	-0.2155	-0.053	0
1248	Hs.1349	5	131437400	131439761	131438580.5	-0.0455	-0.0915	-1	0.145	0	0	-0.197	-0.056	0	0.224	0.105	0	-0.042	-0.053	0
1249	Hs.80645	5	131846254	131854333	131850293.5	-0.4335	-0.0915	-1	0.018	0	0	0.032	-0.056	0	0.037	0.105	0	-0.102	-0.053	0
1250	Hs.41587	5	131920528	132007498	131964013	0.059	-0.0915	-1	0.0095	0	0	0.119	-0.056	0	0.0995	0.105	0	-0.181	-0.053	0
1251	Hs.845	5	132021763	132024700	132023231.5	-0.1445	-0.0915	-1	0.103	0	0	-0.181	-0.056	0	0.239	0.105	0	0.071	-0.053	0
1252	Hs.337588	5	132235912	132238286	132237099	-0.4485	-0.0915	-1	0.006	0	0	0.6935	-0.056	0	0.035	0.105	0	-0.0585	-0.053	0
1253	Hs.29700	5	132360586	132390140	132375363	0.1295	-0.0915	-1	0.925	0	0	0.34	-0.056	0	-0.165	0.105	0	-0.152	-0.053	0
1254	Hs.90093	5	132415560	132468608	132442084	-0.0221666666666667	-0.0915	-1	0.245	0	0	0.278666666666667	-0.056	0	0.164666666666667	0.105	0	0.0576666666666667	-0.053	0
1255	Hs.283437	5	133319099	133332377	133325738	-0.381	-0.0915	-1	-0.15	0	0	-0.2705	-0.056	0	0.0265	0.105	0	-0.616	-0.053	0
1256	Hs.404814	5	133335505	133470957	133403231	-0.6325	-0.0915	-1	-0.002	0	0	-0.196	-0.056	0	-0.417	0.105	0	-0.353	-0.053	0
1257	Hs.171626	5	133520467	133540583	133530525	-0.193	-0.0915	-1	0.0405	0	0	-0.4375	-0.056	0	-0.23	0.105	0	-0.431	-0.053	0
1258	Hs.91773	5	133560139	133589661	133574900	-0.2655	-0.0915	-1	-0.023	0	0	-0.292	-0.056	0	0.324	0.105	0	0.021	-0.053	0
1259	Hs.279582	5	133970018	133978492	133974255	-0.4815	-0.0915	-1	0.089	0	0	-0.181	-0.056	0	-0.023	0.105	0	-0.372	-0.053	0
1260	Hs.59319	5	134208551	134209213	134208882	-0.0835	-0.0915	-1	0.008	0	0	1.449	-0.056	0	0.229	0.105	0	0.279	-0.053	0
1261	Hs.75258	5	134715170	134721303	134718236.5	0.028	-0.0915	-1	0.227	0	0	0.3305	-0.056	0	0.3615	0.105	0	0.295	-0.053	0
1262	Hs.24395	5	134934273	134942868	134938570.5	-0.1705	-0.0915	-1	-0.1665	0	0	0.587	-0.056	0	0.1895	0.105	0	0.2045	-0.053	0
1263	Hs.421496	5	135392578	135427404	135409991	-0.4255	-0.0915	-1	-0.071	0	0	0.814	-0.056	0	0.185	0.105	0	-0.006	-0.053	0
1264	Hs.167700	5	135496494	135546319	135521406.5	-0.5075	-0.0915	-1	-0.22	0	0	-0.192	-0.056	0	-0.254	0.105	0	-0.419	-0.053	0
1265	Hs.468207	5	137503357	137542257	137522807	-0.1165	-0.0915	-1	0.193	0	0	-0.055	-0.056	0	0.273	0.105	0	-0.002	-0.053	0
1266	Hs.153546	5	137551235	137576918	137564076.5	-1.0805	-0.0915	-1	0.406	0	0	0.595	-0.056	0	0.22	0.105	0	0.341	-0.053	0
1267	Hs.656	5	137648857	137695415	137672136	-5e-04	-0.0915	-1	-0.105	0	0	0.011	-0.056	0	0.356	0.105	0	-0.402	-0.053	0
1268	Hs.326035	5	137829079	137832903	137830991	0.0635	-0.0915	-1	0.133	0	0	-0.518	-0.056	0	0.249	0.105	0	0.336	-0.053	0
1269	Hs.184233	5	137918922	137939014	137928968	0.3795	-0.0915	-1	0.17	0	0	0.953695195417215	-0.056	0	0.567	0.105	0	0.08	-0.053	0
1270	Hs.254321	5	138145509	138298419	138221964	-0.6035	-0.0915	-1	-0.31	0	0	-0.201	-0.056	0	0.333	0.105	0	-0.724	-0.053	0
1271	Hs.396644	5	138706029	138733305	138719667	0.1175	-0.0915	-1	0.278	0	0	0.618	-0.056	0	0.155	0.105	0	-0.162	-0.053	0
1272	Hs.373612	5	138765088	138767655	138766371.5	0.2005	-0.0915	-1	-0.081	0	0	0.123	-0.056	0	0.056	0.105	0	0.024	-0.053	0
